,year,month,species,isAdopted
0,2017,10,Others,True
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Dog,False
0,2017,10,Cat,True
0,2017,10,Dog,True
0,2017,10,Cat,True
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Dog,False
0,2017,10,House Rabbit,False
0,2017,10,House Rabbit,False
0,2017,10,Dog,True
0,2017,10,Cat,True
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Cat,True
0,2017,10,Guinea Pig,True
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Cat,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,False
0,2017,10,Cat,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Dog,False
0,2017,10,Cat,True
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Cat,True
0,2017,10,Cat,False
0,2017,10,Cat,True
0,2017,10,Cat,True
0,2017,10,Cat,True
0,2017,10,Cat,True
0,2017,10,Dog,False
0,2017,10,Rat,True
0,2017,10,Rat,True
0,2017,10,Rat,True
0,2017,10,Dog,False
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Dog,True
0,2017,10,Cat,False
0,2017,10,Cat,True
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,10,Cat,True
0,2017,10,Dog,True
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Cat,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Dog,False
0,2017,10,Cat,False
0,2017,10,Cat,False
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,False
0,2017,11,House Rabbit,False
0,2017,11,House Rabbit,False
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Rat,True
0,2017,11,Rat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Others,True
0,2017,11,Dog,False
0,2017,11,Dog,True
0,2017,11,Others,False
0,2017,11,Others,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,House Rabbit,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Dog,True
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,House Rabbit,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,False
0,2017,11,Others,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,True
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,True
0,2017,11,Dog,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,True
0,2017,11,Guinea Pig,True
0,2017,11,Guinea Pig,True
0,2017,11,Guinea Pig,True
0,2017,11,Dog,True
0,2017,11,Cat,True
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Others,True
0,2017,11,Dog,False
0,2017,11,Others,True
0,2017,11,House Rabbit,False
0,2017,11,House Rabbit,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Cat,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Guinea Pig,True
0,2017,11,Cat,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,11,Dog,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,House Rabbit,True
0,2017,12,House Rabbit,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,House Rabbit,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,House Rabbit,True
0,2017,12,House Rabbit,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,House Rabbit,True
0,2017,12,House Rabbit,True
0,2017,12,House Rabbit,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Guinea Pig,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Dog,True
0,2017,12,House Rabbit,False
0,2017,12,House Rabbit,False
0,2017,12,House Rabbit,False
0,2017,12,House Rabbit,False
0,2017,12,House Rabbit,False
0,2017,12,House Rabbit,True
0,2017,12,House Rabbit,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Guinea Pig,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Guinea Pig,True
0,2017,12,Guinea Pig,True
0,2017,12,Guinea Pig,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Others,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,True
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Cat,True
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,True
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,True
0,2017,12,Rat,True
0,2017,12,Rat,True
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Dog,False
0,2017,12,Cat,False
0,2017,12,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,House Rabbit,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,House Rabbit,True
0,2018,1,House Rabbit,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Guinea Pig,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Guinea Pig,True
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Others,False
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Cat,True
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Dog,True
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,True
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Cat,False
0,2018,1,Dog,True
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,1,Dog,False
0,2018,1,Cat,False
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Cat,True
0,2018,2,House Rabbit,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,House Rabbit,True
0,2018,2,House Rabbit,True
0,2018,2,House Rabbit,True
0,2018,2,House Rabbit,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,House Rabbit,True
0,2018,2,House Rabbit,True
0,2018,2,Cat,True
0,2018,2,House Rabbit,True
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Cat,True
0,2018,2,Cat,True
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Others,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Cat,True
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,True
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,House Rabbit,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,False
0,2018,2,Cat,True
0,2018,2,Cat,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,2,Cat,False
0,2018,2,Dog,False
0,2018,2,Dog,False
0,2018,3,Dog,False
0,2018,3,Cat,True
0,2018,3,Dog,True
0,2018,3,Dog,False
0,2018,3,Dog,False
